Amplicon	Cpos	Gpos	001-A1-2531.cov	001-A1-2531.ratio	002-B1-930.cov	002-B1-930.ratio	003-C1-2184.cov	003-C1-2184.ratio	004-D1-1814.cov	004-D1-1814.ratio	005-E1-539.cov	005-E1-539.ratio	006-F1-1607.cov	006-F1-1607.ratio	007-G1-2467.cov	007-G1-2467.ratio	008-H1-1622.cov	008-H1-1622.ratio	009-A2-1962.cov	009-A2-1962.ratio	010-B2-1398.cov	010-B2-1398.ratio	011-C2-2265.cov	011-C2-2265.ratio	012-D2-1608.cov	012-D2-1608.ratio	013-E2-2124.cov	013-E2-2124.ratio	014-F2-1366.cov	014-F2-1366.ratio	015-G2-2649.cov	015-G2-2649.ratio	016-H2-1314.cov	016-H2-1314.ratio	017-A3-1393.cov	017-A3-1393.ratio	018-B3-2148.cov	018-B3-2148.ratio	019-C3-948.cov	019-C3-948.ratio	020-D3-2387.cov	020-D3-2387.ratio	021-E3-903.cov	021-E3-903.ratio	022-F3-2398.cov	022-F3-2398.ratio	023-G3-1747.cov	023-G3-1747.ratio	024-H3-2109.cov	024-H3-2109.ratio	025-A4-2427.cov	025-A4-2427.ratio	026-B4-1767.cov	026-B4-1767.ratio	027-C4-2520.cov	027-C4-2520.ratio	028-D4-1895.cov	028-D4-1895.ratio	029-E4-993.cov	029-E4-993.ratio	030-F4-1721.cov	030-F4-1721.ratio	031-G4-1220.cov	031-G4-1220.ratio	032-H4-2560.cov	032-H4-2560.ratio	033-A5-1365.cov	033-A5-1365.ratio	034-B5-1217.cov	034-B5-1217.ratio	035-C5-2349.cov	035-C5-2349.ratio	036-D5-1650.cov	036-D5-1650.ratio	037-E5-1342.cov	037-E5-1342.ratio	038-F5-462.cov	038-F5-462.ratio	039-G5-2288.cov	039-G5-2288.ratio	040-H5-996.cov	040-H5-996.ratio	041-A6-2272.cov	041-A6-2272.ratio	042-B6-2128.cov	042-B6-2128.ratio	043-C6-579.cov	043-C6-579.ratio	044-D6-1618.cov	044-D6-1618.ratio	045-E6-1923.cov	045-E6-1923.ratio	046-F6-1362.cov	046-F6-1362.ratio	047-G6-584.cov	047-G6-584.ratio	048-H6-1275.cov	048-H6-1275.ratio	049-A7-1616.cov	049-A7-1616.ratio	050-B7-2091.cov	050-B7-2091.ratio	051-C7-2011.cov	051-C7-2011.ratio	052-D7-2497.cov	052-D7-2497.ratio	053-E7-529.cov	053-E7-529.ratio	054-F7-982.cov	054-F7-982.ratio	055-G7-1908.cov	055-G7-1908.ratio	056-H7-1823.cov	056-H7-1823.ratio	057-A8-997.cov	057-A8-997.ratio	058-B8-1617.cov	058-B8-1617.ratio	059-C8-1606.cov	059-C8-1606.ratio	060-D8-2465.cov	060-D8-2465.ratio	061-E8-1623.cov	061-E8-1623.ratio	062-F8-1605.cov	062-F8-1605.ratio	063-G8-1361.cov	063-G8-1361.ratio	064-H8-2575.cov	064-H8-2575.ratio	065-A9-580.cov	065-A9-580.ratio	066-B9-783.cov	066-B9-783.ratio	067-C9-955.cov	067-C9-955.ratio	068-D9-2287.cov	068-D9-2287.ratio	069-E9-888.cov	069-E9-888.ratio	070-F9-1806.cov	070-F9-1806.ratio	071-G9-2046.cov	071-G9-2046.ratio	072-H9-2132.cov	072-H9-2132.ratio	073-A10-2608.cov	073-A10-2608.ratio	074-B10-2293.cov	074-B10-2293.ratio	075-C10-894.cov	075-C10-894.ratio	076-D10-2315.cov	076-D10-2315.ratio	077-E10-2395.cov	077-E10-2395.ratio	078-F10-2390.cov	078-F10-2390.ratio	079-G10-1919.cov	079-G10-1919.ratio	080-H10-2505.cov	080-H10-2505.ratio	081-A11-985.cov	081-A11-985.ratio	082-B11-1728.cov	082-B11-1728.ratio	083-C11-1283.cov	083-C11-1283.ratio	084-D11-2606.cov	084-D11-2606.ratio	085-E11-1402.cov	085-E11-1402.ratio	086-F11-417.cov	086-F11-417.ratio	087-G11-1922.cov	087-G11-1922.ratio	088-H11-2172.cov	088-H11-2172.ratio	089-A12-1858.cov	089-A12-1858.ratio	090-B12-2111.cov	090-B12-2111.ratio	091-C12-0M.cov	091-C12-0M.ratio	092-D12-1M.cov	092-D12-1M.ratio	093-E12-25M.cov	093-E12-25M.ratio	094-F12-50M.cov	094-F12-50M.ratio	095-G12-75M.cov	095-G12-75M.ratio	096-H12-100M.cov	096-H12-100M.ratio
lethal_CDO1::chr5:115151646-115151703	12	14	2257	13.69	6896	56.80	2515	 2.15	8878	73.23	2588	 1.66	5541	40.80	10017	73.70	6139	 3.36	5895	36.79	3114	 2.92	8468	43.06	15854	40.92	3367	21.03	6091	38.30	4547	 2.71	6188	57.11	15260	78.10	8782	80.92	2328	 2.41	11644	67.37	4645	26.74	8592	85.86	3395	14.61	7786	 1.00	9326	56.08	9481	19.86	12271	84.87	5488	 2.28	12242	85.15	5459	87.51	8714	83.52	6895	60.87	7947	59.78	4151	81.11	4044	70.99	7566	58.78	8138	79.79	7447	78.38	3863	65.62	10623	77.04	10015	47.92	3474	59.73	5106	64.86	14009	72.47	4285	50.32	7808	11.32	7281	62.13	7971	68.08	4405	38.80	5900	59.47	9131	26.51	3515	30.47	2754	13.91	5599	65.55	6867	48.16	6672	42.81	2518	47.42	3489	 1.86	3347	 4.09	4750	69.47	3416	33.43	2813	30.79	1411	 5.81	2086	 7.62	7248	 5.38	8436	49.27	7502	62.73	7615	84.58	10209	31.49	7817	80.49	14305	64.68	6441	29.72	2518	 6.43	8455	58.59	3755	54.14	3267	25.80	7841	50.76	4023	59.01	4848	 5.30	4752	 3.01	1908	35.53	1398	27.61	1563	 1.15	3042	49.34	1614	14.93	2439	 6.03	5544	 5.19	26502	86.87	5916	 1.18	5259	39.48	12347	 0.75	33382	 1.85	32383	39.54	51796	65.71	38271	90.51	68352	97.28
lethal_CDO1::chr5:115151646-115151703	28	30	2257	11.39	6896	56.98	2515	 1.71	8878	74.21	2588	 0.77	5541	44.04	10017	67.97	6139	 3.99	5895	36.74	3114	 1.83	8468	48.17	15854	42.43	3367	20.26	6091	40.31	4547	 3.45	6188	56.48	15260	77.60	8782	80.08	2328	 2.62	11644	72.24	4645	21.10	8592	83.60	3395	14.26	7786	 1.64	9326	54.44	9481	28.53	12271	86.32	5488	 4.25	12242	87.93	5459	87.93	8714	85.32	6895	61.49	7947	43.40	4151	79.81	4044	68.62	7566	57.28	8138	74.53	7447	78.39	3863	66.84	10623	76.57	10015	48.76	3474	59.67	5106	66.12	14009	80.71	4285	50.67	7808	13.83	7281	61.13	7971	63.03	4405	39.09	5900	52.68	9131	23.51	3515	30.38	2754	10.06	5599	53.62	6867	47.84	6672	43.23	2518	43.13	3489	 3.84	3347	 7.32	4750	59.28	3416	26.23	2813	28.90	1411	 8.93	2086	 9.35	7248	 6.54	8436	40.45	7502	57.70	7615	81.58	10209	32.32	7817	80.61	14305	65.26	6441	26.67	2518	 6.95	8455	54.50	3755	55.82	3267	18.09	7841	50.99	4023	58.86	4848	 1.11	4752	 4.25	1908	34.91	1398	24.82	1563	 2.88	3042	38.95	1614	16.60	2439	11.07	5544	 6.67	26502	87.67	5916	 1.89	5259	39.68	12347	 1.20	33382	 2.44	32383	41.25	51796	64.65	38271	89.25	68352	97.68
lethal_CDO1::chr5:115151646-115151703	31	33	2257	12.63	6896	54.00	2515	 1.43	8878	75.90	2588	 1.58	5541	52.39	10017	78.34	6139	 1.30	5895	36.45	3114	 1.06	8468	40.38	15854	42.71	3367	23.31	6091	39.24	4547	 1.83	6188	54.61	15260	85.26	8782	79.85	2328	 2.19	11644	66.11	4645	18.02	8592	89.42	3395	 9.66	7786	 1.49	9326	51.45	9481	 3.47	12271	84.83	5488	 1.49	12242	85.59	5459	89.14	8714	84.40	6895	61.12	7947	38.84	4151	79.28	4044	65.11	7566	58.01	8138	73.68	7447	76.37	3863	64.82	10623	76.76	10015	47.58	3474	66.23	5106	64.57	14009	64.34	4285	45.39	7808	 9.49	7281	60.47	7971	66.55	4405	38.27	5900	55.98	9131	21.49	3515	29.99	2754	12.16	5599	53.55	6867	46.60	6672	46.85	2518	49.52	3489	 0.26	3347	 3.62	4750	74.97	3416	33.17	2813	33.84	1411	 5.17	2086	 5.66	7248	 7.15	8436	43.15	7502	47.24	7615	84.22	10209	29.66	7817	78.88	14305	63.11	6441	27.19	2518	 4.01	8455	58.59	3755	54.19	3267	19.96	7841	50.11	4023	53.62	4848	 1.01	4752	 2.29	1908	37.58	1398	27.90	1563	 1.15	3042	32.31	1614	13.94	2439	 3.32	5544	 5.41	26502	87.67	5916	 2.10	5259	40.96	12347	 0.23	33382	 1.76	32383	40.27	51796	63.50	38271	87.20	68352	94.54
lethal_CDO1::chr5:115151646-115151703	39	41	2257	17.15	6896	53.92	2515	 1.95	8878	74.80	2588	 2.43	5541	50.97	10017	76.46	6139	 3.44	5895	37.90	3114	 1.80	8468	43.79	15854	44.20	3367	25.87	6091	39.47	4547	 3.47	6188	55.20	15260	86.44	8782	80.95	2328	 2.71	11644	69.07	4645	21.25	8592	88.37	3395	15.70	7786	 2.49	9326	53.30	9481	17.69	12271	84.05	5488	 3.33	12242	83.86	5459	87.07	8714	82.37	6895	61.94	7947	49.93	4151	81.26	4044	67.73	7566	57.41	8138	79.29	7447	76.96	3863	68.91	10623	72.48	10015	44.28	3474	66.95	5106	62.85	14009	74.77	4285	43.48	7808	10.31	7281	61.37	7971	67.53	4405	39.43	5900	61.36	9131	31.17	3515	31.83	2754	11.11	5599	61.46	6867	48.62	6672	46.90	2518	50.24	3489	 0.97	3347	 2.96	4750	73.62	3416	36.07	2813	29.79	1411	 8.79	2086	12.80	7248	11.92	8436	44.27	7502	60.34	7615	85.42	10209	32.78	7817	74.89	14305	66.01	6441	31.67	2518	 4.45	8455	57.15	3755	54.65	3267	28.86	7841	50.58	4023	57.92	4848	 3.30	4752	 6.27	1908	36.06	1398	30.69	1563	 0.58	3042	31.62	1614	15.49	2439	 5.45	5544	 6.94	26502	85.18	5916	 2.03	5259	39.51	12347	 0.16	33382	 2.76	32383	41.44	51796	66.14	38271	89.60	68352	97.15
lethal_CDO1::chr5:115151646-115151703	42	44	2257	 7.67	6896	49.12	2515	 3.14	8878	65.06	2588	 1.39	5541	48.46	10017	60.51	6139	 3.06	5895	37.18	3114	 3.08	8468	45.15	15854	31.34	3367	19.07	6091	37.78	4547	 2.49	6188	55.88	15260	82.56	8782	74.00	2328	 1.46	11644	63.52	4645	16.62	8592	70.74	3395	 5.98	7786	 0.99	9326	52.51	9481	13.99	12271	85.09	5488	 1.80	12242	83.64	5459	84.58	8714	81.40	6895	57.61	7947	39.88	4151	75.11	4044	59.20	7566	55.52	8138	70.89	7447	72.31	3863	63.81	10623	72.80	10015	43.97	3474	40.24	5106	63.53	14009	77.91	4285	42.68	7808	 5.78	7281	58.88	7971	61.46	4405	33.87	5900	50.93	9131	16.41	3515	29.59	2754	 7.81	5599	53.10	6867	39.90	6672	26.24	2518	41.06	3489	 0.63	3347	 2.30	4750	62.57	3416	24.33	2813	20.73	1411	 5.17	2086	 5.75	7248	 6.77	8436	40.73	7502	57.50	7615	84.92	10209	27.76	7817	68.71	14305	59.06	6441	20.49	2518	 1.79	8455	51.56	3755	53.05	3267	15.24	7841	53.30	4023	45.54	4848	 3.07	4752	 2.34	1908	25.84	1398	16.81	1563	 1.34	3042	30.05	1614	13.57	2439	 2.01	5544	 5.01	26502	86.55	5916	 0.49	5259	38.16	12347	 0.27	33382	 2.08	32383	40.85	51796	64.98	38271	89.83	68352	97.77
lethal_CDO1::chr5:115151646-115151703	48	50	2257	 6.38	6896	48.19	2515	 2.58	8878	63.66	2588	 1.43	5541	43.60	10017	42.37	6139	 1.25	5895	35.56	3114	 2.31	8468	42.68	15854	27.76	3367	13.57	6091	38.17	4547	 1.47	6188	57.09	15260	79.42	8782	76.14	2328	 1.50	11644	59.58	4645	17.03	8592	63.27	3395	 4.18	7786	 1.82	9326	48.70	9481	11.02	12271	85.24	5488	 0.98	12242	87.51	5459	84.67	8714	82.04	6895	59.19	7947	40.04	4151	78.49	4044	36.72	7566	57.03	8138	67.56	7447	75.09	3863	63.76	10623	75.55	10015	47.85	3474	46.72	5106	60.81	14009	56.56	4285	43.10	7808	 9.86	7281	57.90	7971	56.79	4405	35.94	5900	49.44	9131	 8.26	3515	26.43	2754	 6.68	5599	46.22	6867	43.95	6672	29.75	2518	44.40	3489	 0.72	3347	 2.06	4750	51.94	3416	26.52	2813	19.91	1411	 4.25	2086	 4.55	7248	 1.61	8436	36.62	7502	26.93	7615	60.72	10209	24.54	7817	72.56	14305	62.17	6441	11.32	2518	 2.38	8455	50.99	3755	54.01	3267	 6.21	7841	50.17	4023	38.90	4848	 2.58	4752	 4.67	1908	31.29	1398	13.88	1563	 1.02	3042	23.11	1614	13.57	2439	 6.85	5544	 5.84	26502	83.02	5916	 0.64	5259	36.38	12347	 0.32	33382	 1.76	32383	40.38	51796	65.12	38271	89.24	68352	96.08
lethal_CDO1::chr5:115151646-115151703	52	54	2257	15.55	6896	52.49	2515	 2.78	8878	70.17	2588	 2.63	5541	37.85	10017	51.67	6139	 4.58	5895	33.98	3114	 1.77	8468	42.48	15854	46.69	3367	20.14	6091	39.29	4547	 2.99	6188	56.54	15260	82.08	8782	78.50	2328	 1.63	11644	64.33	4645	15.63	8592	81.54	3395	 6.77	7786	 2.83	9326	54.21	9481	12.21	12271	83.91	5488	 2.11	12242	85.98	5459	87.67	8714	84.16	6895	62.09	7947	36.58	4151	79.43	4044	58.78	7566	56.82	8138	71.57	7447	77.35	3863	63.76	10623	74.37	10015	47.11	3474	56.79	5106	60.77	14009	53.17	4285	43.08	7808	 7.74	7281	60.43	7971	67.04	4405	34.55	5900	51.69	9131	18.37	3515	30.24	2754	11.62	5599	53.65	6867	46.00	6672	37.96	2518	42.73	3489	 0.80	3347	 2.93	4750	60.25	3416	31.91	2813	20.58	1411	 5.24	2086	 8.20	7248	 1.10	8436	36.00	7502	37.26	7615	60.56	10209	30.17	7817	62.70	14305	66.07	6441	24.86	2518	 1.63	8455	58.56	3755	53.56	3267	18.21	7841	50.80	4023	52.27	4848	 2.68	4752	 3.14	1908	35.74	1398	22.25	1563	 1.47	3042	23.44	1614	15.37	2439	 3.77	5544	 5.03	26502	84.89	5916	 1.72	5259	37.57	12347	 0.30	33382	 1.80	32383	37.73	51796	58.98	38271	78.90	68352	87.18
lethal_EFCAB4B::chr12:3862171-3862227	3	5	108526	38.60	126477	20.44	77362	 3.18	146133	55.16	136726	49.81	139893	77.26	198163	45.73	48647	 4.57	183910	37.14	94767	 0.57	151514	22.52	102749	36.73	78811	17.27	117605	 4.57	83258	 0.55	183253	 1.10	75382	 1.56	135248	 1.76	149081	66.01	118148	63.26	98858	 1.34	115590	43.54	156437	 9.72	64841	15.77	145696	 3.17	154996	24.37	123337	 2.71	103882	29.12	147475	 2.80	136438	70.80	171218	51.13	115342	75.47	160055	75.32	140962	 0.91	170564	55.34	133630	26.52	149298	76.92	177969	33.98	153543	27.97	142396	 0.29	106152	19.08	83070	38.81	134265	47.94	195321	62.08	128033	43.19	172859	 2.91	114449	 6.15	113804	28.97	157363	24.54	162769	 3.69	182453	53.89	97590	37.83	92903	16.71	151074	 6.22	98465	 5.60	128019	21.40	87883	54.65	91384	 2.62	187006	24.02	199969	58.38	127225	 1.54	137737	 4.51	61950	 5.67	96360	 1.97	225576	60.60	126364	32.63	150721	58.38	116332	69.75	166406	 2.17	149011	69.76	131392	 0.33	152829	 2.66	154645	 1.18	77363	 0.92	153846	36.15	111274	19.11	114535	 3.41	155183	39.10	142107	 3.92	101836	 9.29	155648	 1.54	86633	13.95	107040	 0.50	179079	14.53	136877	19.88	189128	 2.04	114561	 5.72	100428	74.07	93648	29.01	166038	30.62	40155	 0.17	35220	 0.17	28803	27.53	26091	58.68	43910	67.70	28358	98.03
lethal_EFCAB4B::chr12:3862171-3862227	15	17	108526	36.93	126477	22.67	77362	 1.91	146133	55.46	136726	48.23	139893	78.00	198163	47.84	48647	 3.94	183910	35.76	94767	 1.77	151514	24.21	102749	36.95	78811	17.34	117605	 4.05	83258	 0.74	183253	 1.51	75382	 2.07	135248	 1.24	149081	65.67	118148	63.02	98858	 1.49	115590	43.03	156437	10.26	64841	14.94	145696	 2.09	154996	23.80	123337	 2.23	103882	28.88	147475	 1.55	136438	70.91	171218	52.48	115342	75.34	160055	75.65	140962	 0.51	170564	55.10	133630	27.07	149298	74.31	177969	34.08	153543	29.48	142396	 1.32	106152	17.84	83070	39.35	134265	48.33	195321	60.28	128033	44.06	172859	 2.75	114449	 6.24	113804	28.69	157363	24.39	162769	 4.16	182453	55.01	97590	37.04	92903	16.35	151074	 6.66	98465	 4.46	128019	20.72	87883	55.29	91384	 1.05	187006	23.38	199969	58.87	127225	 0.96	137737	 5.35	61950	 5.15	96360	 1.50	225576	60.52	126364	34.31	150721	58.96	116332	68.80	166406	 4.51	149011	70.89	131392	 1.26	152829	 2.67	154645	 1.02	77363	 0.15	153846	34.98	111274	19.59	114535	 2.86	155183	39.42	142107	 3.94	101836	 8.18	155648	 1.41	86633	13.56	107040	 0.46	179079	11.38	136877	20.66	189128	 3.01	114561	 3.75	100428	75.95	93648	29.43	166038	31.63	40155	 0.11	35220	 0.26	28803	27.54	26091	57.76	43910	68.26	28358	96.58
lethal_EFCAB4B::chr12:3862171-3862227	28	30	108526	36.15	126477	18.66	77362	 2.41	146133	56.14	136726	50.23	139893	75.77	198163	44.76	48647	 3.84	183910	36.16	94767	 0.62	151514	23.82	102749	35.93	78811	17.09	117605	 3.40	83258	 0.56	183253	 1.14	75382	 1.31	135248	 0.30	149081	63.95	118148	63.88	98858	 1.06	115590	42.74	156437	 9.86	64841	13.64	145696	 1.73	154996	22.40	123337	 1.72	103882	28.36	147475	 1.30	136438	71.41	171218	51.40	115342	74.12	160055	75.73	140962	 1.05	170564	51.92	133630	25.86	149298	74.01	177969	32.81	153543	26.90	142396	 0.78	106152	17.79	83070	38.75	134265	46.33	195321	59.94	128033	43.33	172859	 3.06	114449	 5.28	113804	29.27	157363	23.10	162769	 3.20	182453	53.74	97590	37.96	92903	15.70	151074	 6.09	98465	 3.94	128019	19.73	87883	54.36	91384	 2.02	187006	23.50	199969	57.51	127225	 1.27	137737	 4.33	61950	 4.88	96360	 1.04	225576	57.00	126364	34.04	150721	58.78	116332	67.91	166406	 4.10	149011	69.18	131392	 1.27	152829	 1.65	154645	 0.41	77363	 0.22	153846	34.34	111274	18.63	114535	 2.24	155183	38.65	142107	 3.56	101836	 8.45	155648	 0.82	86633	12.68	107040	 0.19	179079	10.56	136877	19.10	189128	 2.82	114561	 4.48	100428	74.38	93648	30.08	166038	29.53	40155	 0.13	35220	 0.24	28803	27.59	26091	54.82	43910	65.29	28358	95.47
lethal_EFCAB4B::chr12:3862171-3862227	40	42	108526	37.14	126477	21.90	77362	 3.17	146133	56.53	136726	49.47	139893	77.02	198163	48.12	48647	 3.17	183910	37.58	94767	 0.97	151514	23.13	102749	37.78	78811	16.71	117605	 3.43	83258	 1.33	183253	 1.14	75382	 0.72	135248	 1.09	149081	64.99	118148	64.89	98858	 0.79	115590	43.22	156437	 9.60	64841	11.22	145696	 2.92	154996	23.72	123337	 1.97	103882	28.65	147475	 2.17	136438	70.57	171218	52.24	115342	75.26	160055	76.16	140962	 0.80	170564	54.63	133630	25.58	149298	75.04	177969	34.60	153543	26.95	142396	 2.77	106152	20.47	83070	39.40	134265	48.68	195321	59.55	128033	44.50	172859	 1.53	114449	 6.22	113804	28.49	157363	24.96	162769	 4.10	182453	54.41	97590	37.62	92903	16.00	151074	 6.66	98465	 5.29	128019	20.66	87883	54.66	91384	 1.67	187006	24.19	199969	58.42	127225	 0.50	137737	 4.24	61950	 5.02	96360	 1.51	225576	57.93	126364	33.59	150721	60.65	116332	69.18	166406	 3.43	149011	68.73	131392	 1.51	152829	 2.89	154645	 0.58	77363	 1.98	153846	34.15	111274	17.27	114535	 2.54	155183	38.78	142107	 2.45	101836	 8.92	155648	 1.29	86633	12.19	107040	 0.38	179079	10.89	136877	20.71	189128	 2.23	114561	 4.67	100428	75.45	93648	30.01	166038	29.68	40155	 0.48	35220	 0.28	28803	27.60	26091	52.31	43910	66.76	28358	97.36
lethal_EFCAB4B::chr12:3862171-3862227	42	44	108526	37.59	126477	22.32	77362	 2.17	146133	56.12	136726	49.86	139893	77.84	198163	46.59	48647	 2.59	183910	36.32	94767	 0.62	151514	23.55	102749	36.87	78811	17.43	117605	 3.38	83258	 0.90	183253	 1.13	75382	 2.05	135248	 0.64	149081	63.67	118148	63.92	98858	 1.39	115590	42.88	156437	 9.77	64841	11.04	145696	 2.68	154996	22.99	123337	 2.09	103882	27.38	147475	 1.96	136438	71.83	171218	50.79	115342	74.43	160055	75.82	140962	 0.85	170564	54.04	133630	26.33	149298	74.65	177969	32.82	153543	27.39	142396	 0.35	106152	19.47	83070	39.14	134265	48.32	195321	61.08	128033	45.76	172859	 2.40	114449	 5.31	113804	29.12	157363	24.02	162769	 5.07	182453	54.92	97590	37.59	92903	16.14	151074	 6.36	98465	 4.94	128019	18.83	87883	55.59	91384	 2.42	187006	22.98	199969	58.76	127225	 2.00	137737	 4.44	61950	 5.08	96360	 1.06	225576	56.99	126364	33.86	150721	60.93	116332	70.78	166406	 3.63	149011	70.63	131392	 0.30	152829	 2.51	154645	 1.01	77363	 0.36	153846	35.37	111274	19.61	114535	 1.54	155183	38.94	142107	 2.88	101836	 8.07	155648	 1.28	86633	13.19	107040	 0.75	179079	13.30	136877	20.76	189128	 3.15	114561	 5.17	100428	74.13	93648	28.94	166038	31.06	40155	 0.33	35220	 0.29	28803	28.15	26091	52.95	43910	66.68	28358	98.24
lethal_EFCAB4B::chr12:3862171-3862227	45	47	108526	38.76	126477	21.03	77362	 2.59	146133	57.09	136726	50.35	139893	77.32	198163	47.09	48647	 3.76	183910	35.75	94767	 0.22	151514	23.53	102749	35.12	78811	18.17	117605	 5.47	83258	 0.78	183253	 1.46	75382	 2.58	135248	 1.21	149081	66.01	118148	64.37	98858	 1.76	115590	42.71	156437	 9.54	64841	17.74	145696	 2.17	154996	23.89	123337	 2.22	103882	29.32	147475	 2.58	136438	70.88	171218	52.49	115342	74.43	160055	75.36	140962	 1.02	170564	56.42	133630	25.46	149298	75.65	177969	33.94	153543	27.39	142396	 0.34	106152	18.80	83070	39.43	134265	47.48	195321	62.87	128033	45.33	172859	 1.85	114449	 6.97	113804	28.20	157363	24.45	162769	 4.96	182453	56.04	97590	37.74	92903	16.84	151074	 6.40	98465	 5.41	128019	20.80	87883	55.16	91384	 1.46	187006	23.80	199969	58.77	127225	 1.61	137737	 5.97	61950	 5.90	96360	 1.21	225576	61.48	126364	33.52	150721	60.49	116332	69.95	166406	 4.49	149011	69.01	131392	 1.42	152829	 2.29	154645	 1.20	77363	 0.45	153846	35.76	111274	19.83	114535	 4.24	155183	39.20	142107	 6.43	101836	 9.52	155648	 1.39	86633	13.45	107040	 0.83	179079	14.76	136877	19.98	189128	 2.59	114561	 4.88	100428	75.46	93648	29.42	166038	30.23	40155	 0.22	35220	 0.44	28803	27.42	26091	54.29	43910	59.67	28358	86.23
lethal_EFCAB4B::chr12:3862171-3862227	49	51	108526	38.48	126477	20.58	77362	 2.40	146133	57.02	136726	49.51	139893	77.56	198163	48.43	48647	 3.86	183910	34.56	94767	 0.28	151514	23.41	102749	36.56	78811	18.28	117605	 4.72	83258	 1.02	183253	 1.90	75382	 0.65	135248	 1.08	149081	65.49	118148	63.80	98858	 1.04	115590	42.69	156437	10.02	64841	12.39	145696	 2.24	154996	25.77	123337	 2.29	103882	29.21	147475	 1.75	136438	72.86	171218	52.47	115342	74.95	160055	77.11	140962	 1.04	170564	56.79	133630	26.34	149298	76.28	177969	35.20	153543	28.39	142396	 1.93	106152	19.98	83070	39.59	134265	48.00	195321	64.01	128033	44.84	172859	 2.10	114449	 6.78	113804	28.87	157363	25.10	162769	 5.18	182453	56.41	97590	37.95	92903	18.39	151074	 6.57	98465	 5.06	128019	20.48	87883	55.73	91384	 2.10	187006	24.60	199969	58.46	127225	 0.46	137737	 4.53	61950	 5.91	96360	 1.37	225576	60.10	126364	33.94	150721	60.87	116332	70.58	166406	 2.81	149011	70.02	131392	 0.36	152829	 1.86	154645	 0.95	77363	 0.94	153846	34.76	111274	19.41	114535	 1.49	155183	38.82	142107	 3.67	101836	 8.56	155648	 1.72	86633	13.42	107040	 0.71	179079	12.85	136877	19.73	189128	 2.32	114561	 4.63	100428	75.28	93648	30.37	166038	31.07	40155	 0.16	35220	 2.07	28803	27.54	26091	54.93	43910	66.86	28358	97.50
lethal_EFCAB4B::chr12:3862171-3862227	53	55	108526	33.68	126477	19.63	77362	 2.49	146133	56.62	136726	49.58	139893	76.00	198163	45.80	48647	 1.36	183910	35.04	94767	 0.61	151514	21.45	102749	32.87	78811	17.06	117605	 3.70	83258	 0.91	183253	 1.80	75382	 3.28	135248	 0.74	149081	62.93	118148	64.14	98858	 0.69	115590	41.62	156437	 9.24	64841	11.04	145696	 0.81	154996	22.91	123337	 1.45	103882	27.44	147475	 2.55	136438	67.88	171218	50.01	115342	73.86	160055	74.96	140962	 0.51	170564	54.31	133630	24.51	149298	71.15	177969	32.09	153543	26.79	142396	 0.24	106152	17.12	83070	38.35	134265	47.68	195321	55.28	128033	43.39	172859	 0.99	114449	 4.53	113804	27.51	157363	23.68	162769	 4.17	182453	52.86	97590	35.50	92903	14.43	151074	 6.34	98465	 4.05	128019	18.89	87883	53.33	91384	 1.20	187006	22.37	199969	56.93	127225	 1.11	137737	 4.43	61950	 5.43	96360	 0.38	225576	53.75	126364	32.24	150721	54.17	116332	67.54	166406	 3.03	149011	68.33	131392	 1.07	152829	 2.47	154645	 0.27	77363	 1.21	153846	34.25	111274	18.16	114535	 1.51	155183	37.90	142107	 2.86	101836	 8.56	155648	 1.05	86633	11.92	107040	 0.93	179079	 9.56	136877	18.90	189128	 2.67	114561	 4.34	100428	74.34	93648	26.26	166038	29.21	40155	 0.14	35220	 0.22	28803	27.45	26091	53.37	43910	67.21	28358	99.50
lethal_EPHB3::chr3:184243858-184243913	-1	1	136740	47.44	167048	62.51	198895	44.39	146331	45.20	154245	34.20	188891	75.92	131254	73.72	109606	51.07	116978	47.06	106900	60.86	131377	35.49	204009	51.43	164716	19.94	155133	29.83	131254	35.33	134573	50.63	192856	63.61	130123	20.78	193205	33.50	144952	66.06	167864	26.49	85852	35.32	131479	25.78	163674	56.20	155341	66.88	157854	18.41	158840	26.21	186231	54.67	158469	37.55	130176	71.74	157087	74.41	147628	51.21	212061	71.73	194025	52.77	124275	62.93	166805	41.20	186154	70.68	171065	53.42	107026	38.28	142139	48.32	136778	49.98	159652	 7.58	136880	46.71	196173	67.30	202222	56.74	202859	12.10	220042	25.64	164639	15.84	133992	35.73	126067	51.04	175444	64.41	169145	48.94	141700	20.97	116393	30.97	172501	29.39	150670	14.89	167589	51.41	125663	20.56	164411	32.29	112296	63.55	120058	33.78	119251	20.03	142721	41.72	143216	56.21	185378	56.94	208836	39.07	148599	60.46	156636	76.93	144376	34.25	138471	65.95	189315	62.29	102267	16.86	129222	61.10	177071	41.91	163927	60.55	130734	29.05	175650	22.65	132152	48.91	112354	14.15	169794	67.88	103999	15.65	139563	25.96	95630	38.45	94143	35.62	123962	17.23	158205	15.06	167969	27.36	206129	81.02	158432	69.32	128706	10.56	252975	 0.19	159385	 1.33	146573	19.72	157354	46.28	170414	74.35	145957	97.97
