Amplicon	Cpos	Gpos	001-A1-1824.cov	001-A1-1824.ratio	002-B1-954.cov	002-B1-954.ratio	003-C1-1912.cov	003-C1-1912.ratio	004-D1-1757.cov	004-D1-1757.ratio	005-E1-2477.cov	005-E1-2477.ratio	006-F1-1436.cov	006-F1-1436.ratio	007-G1-1755.cov	007-G1-1755.ratio	008-H1-1954.cov	008-H1-1954.ratio	009-A2-1439.cov	009-A2-1439.ratio	010-B2-1963.cov	010-B2-1963.ratio	011-C2-1219.cov	011-C2-1219.ratio	012-D2-1924.cov	012-D2-1924.ratio	013-E2-1261.cov	013-E2-1261.ratio	014-F2-2074.cov	014-F2-2074.ratio	015-G2-2010.cov	015-G2-2010.ratio	016-H2-1274.cov	016-H2-1274.ratio	017-A3-1927.cov	017-A3-1927.ratio	018-B3-1309.cov	018-B3-1309.ratio	019-C3-956.cov	019-C3-956.ratio	020-D3-1712.cov	020-D3-1712.ratio	021-E3-565.cov	021-E3-565.ratio	022-F3-593.cov	022-F3-593.ratio	023-G3-1857.cov	023-G3-1857.ratio	024-H3-995.cov	024-H3-995.ratio	025-A4-1831.cov	025-A4-1831.ratio	026-B4-896.cov	026-B4-896.ratio	027-C4-2481.cov	027-C4-2481.ratio	028-D4-491.cov	028-D4-491.ratio	029-E4-2271.cov	029-E4-2271.ratio	030-F4-953.cov	030-F4-953.ratio	031-G4-2290.cov	031-G4-2290.ratio	032-H4-2512.cov	032-H4-2512.ratio	033-A5-2269.cov	033-A5-2269.ratio	034-B5-1734.cov	034-B5-1734.ratio	035-C5-2106.cov	035-C5-2106.ratio	036-D5-1804.cov	036-D5-1804.ratio	037-E5-1753.cov	037-E5-1753.ratio	038-F5-999.cov	038-F5-999.ratio	039-G5-1744.cov	039-G5-1744.ratio	040-H5-2414.cov	040-H5-2414.ratio	041-A6-947.cov	041-A6-947.ratio	042-B6-1377.cov	042-B6-1377.ratio	043-C6-1793.cov	043-C6-1793.ratio	044-D6-1893.cov	044-D6-1893.ratio	045-E6-535.cov	045-E6-535.ratio	046-F6-1438.cov	046-F6-1438.ratio	047-G6-1825.cov	047-G6-1825.ratio	048-H6-890.cov	048-H6-890.ratio	049-A7-2294.cov	049-A7-2294.ratio	050-B7-816.cov	050-B7-816.ratio	051-C7-2525.cov	051-C7-2525.ratio	052-D7-1225.cov	052-D7-1225.ratio	053-E7-2052.cov	053-E7-2052.ratio	054-F7-385.cov	054-F7-385.ratio	055-G7-496.cov	055-G7-496.ratio	056-H7-2182.cov	056-H7-2182.ratio	057-A8-2483.cov	057-A8-2483.ratio	058-B8-2079.cov	058-B8-2079.ratio	059-C8-2102.cov	059-C8-2102.ratio	060-D8-1651.cov	060-D8-1651.ratio	061-E8-891.cov	061-E8-891.ratio	062-F8-2114.cov	062-F8-2114.ratio	063-G8-2175.cov	063-G8-2175.ratio	064-H8-1856.cov	064-H8-1856.ratio	065-A9-2107.cov	065-A9-2107.ratio	066-B9-540.cov	066-B9-540.ratio	067-C9-1808.cov	067-C9-1808.ratio	068-D9-2424.cov	068-D9-2424.ratio	069-E9-2428.cov	069-E9-2428.ratio	070-F9-2321.cov	070-F9-2321.ratio	071-G9-897.cov	071-G9-897.ratio	072-H9-933.cov	072-H9-933.ratio	073-A10-924.cov	073-A10-924.ratio	074-B10-2313.cov	074-B10-2313.ratio	075-C10-1218.cov	075-C10-1218.ratio	076-D10-1603.cov	076-D10-1603.ratio	077-E10-1256.cov	077-E10-1256.ratio	078-F10-904.cov	078-F10-904.ratio	079-G10-1894.cov	079-G10-1894.ratio	080-H10-2246.cov	080-H10-2246.ratio	081-A11-2316.cov	081-A11-2316.ratio	082-B11-2127.cov	082-B11-2127.ratio	083-C11-2466.cov	083-C11-2466.ratio	084-D11-448.cov	084-D11-448.ratio	085-E11-2510.cov	085-E11-2510.ratio	086-F11-613.cov	086-F11-613.ratio	087-G11-2144.cov	087-G11-2144.ratio	088-H11-1754.cov	088-H11-1754.ratio	089-A12-1916.cov	089-A12-1916.ratio	090-B12-1619.cov	090-B12-1619.ratio	091-C12-2603.cov	091-C12-2603.ratio	092-D12-1826.cov	092-D12-1826.ratio	093-E12-2607.cov	093-E12-2607.ratio	094-F12-1376.cov	094-F12-1376.ratio	095-G12-2452.cov	095-G12-2452.ratio	096-H12-2393.cov	096-H12-2393.ratio
lethal_CDO1::chr5:115151646-115151703	12	14	3411	45.53	2480	 2.02	6583	41.94	2539	33.28	6285	66.59	9935	56.88	8635	78.17	8661	 1.94	931	 4.08	3949	50.60	3272	31.78	6610	64.05	4419	61.71	1632	18.38	1053	63.34	1344	23.59	14987	48.29	5627	33.91	4243	50.29	6176	 9.25	5318	48.01	2633	 1.29	4143	53.78	1354	83.90	7440	17.07	3415	88.99	2407	41.67	1568	36.10	3765	26.64	1852	 5.94	12747	69.31	5087	 5.25	3575	26.85	2510	50.96	4270	 4.38	2043	 3.28	5270	73.21	10011	77.36	2549	64.22	3444	39.08	3179	77.98	1847	56.47	3153	79.13	7240	 7.31	7402	70.74	2456	39.09	2953	33.32	3746	77.42	6589	58.29	6859	 3.40	9895	39.50	5911	60.01	5638	50.43	6319	22.17	3304	 1.15	8491	30.84	3571	33.38	2652	55.35	9373	41.50	3119	27.48	1662	 1.38	4168	41.55	1832	71.02	10772	49.76	3260	 1.69	4967	88.85	10757	45.36	7491	77.36	9585	74.48	5050	 5.27	8731	86.90	6845	41.62	5578	66.31	8521	63.31	7204	 0.96	10884	94.97	5256	38.15	2084	47.65	7088	 9.18	5839	58.81	8811	29.52	1934	29.58	10256	50.23	4860	 0.23	3547	52.83	5289	 2.61	10658	26.42	5639	69.09	5153	 2.00	1482	 0.88	11656	42.25	2314	27.66	14770	73.29	5367	 3.45	6917	44.50	10846	 2.91
lethal_CDO1::chr5:115151646-115151703	28	30	3411	39.28	2480	 2.14	6583	41.62	2539	26.90	6285	66.19	9935	54.19	8635	67.75	8661	 1.28	931	 4.30	3949	49.43	3272	30.81	6610	68.21	4419	61.33	1632	10.48	1053	63.44	1344	25.45	14987	64.39	5627	17.84	4243	41.08	6176	 4.31	5318	47.07	2633	 4.82	4143	54.21	1354	81.98	7440	23.95	3415	86.88	2407	42.42	1568	34.06	3765	28.10	1852	14.96	12747	71.91	5087	 5.92	3575	26.77	2510	41.59	4270	 6.53	2043	 4.65	5270	75.29	10011	79.99	2549	64.73	3444	37.69	3179	76.34	1847	57.07	3153	71.33	7240	 7.82	7402	70.67	2456	38.40	2953	28.31	3746	77.28	6589	64.65	6859	 3.27	9895	37.85	5911	61.14	5638	51.49	6319	23.86	3304	 4.18	8491	30.06	3571	39.32	2652	55.77	9373	40.14	3119	27.61	1662	 1.99	4168	34.72	1832	76.86	10772	51.42	3260	 1.60	4967	88.77	10757	45.52	7491	73.68	9585	75.28	5050	 4.24	8731	86.59	6845	40.63	5578	79.65	8521	63.43	7204	 1.18	10884	87.85	5256	34.72	2084	45.39	7088	10.68	5839	60.95	8811	27.85	1934	24.20	10256	51.75	4860	 6.05	3547	52.07	5289	 3.35	10658	15.59	5639	74.48	5153	 1.69	1482	 2.97	11656	43.11	2314	29.99	14770	72.73	5367	 3.60	6917	44.33	10846	 2.07
lethal_CDO1::chr5:115151646-115151703	31	33	3411	43.74	2480	 2.10	6583	40.07	2539	40.88	6285	66.06	9935	37.22	8635	75.98	8661	 2.32	931	 2.79	3949	51.13	3272	31.91	6610	68.21	4419	61.76	1632	 6.37	1053	61.44	1344	22.84	14987	79.77	5627	30.05	4243	45.98	6176	 8.00	5318	45.09	2633	 1.48	4143	54.41	1354	82.35	7440	31.03	3415	86.09	2407	41.67	1568	32.84	3765	26.64	1852	 5.45	12747	68.43	5087	 2.08	3575	25.82	2510	47.33	4270	 4.00	2043	 0.98	5270	73.04	10011	75.47	2549	63.67	3444	37.89	3179	77.95	1847	50.08	3153	63.37	7240	 4.60	7402	67.25	2456	36.77	2953	23.50	3746	76.83	6589	74.52	6859	 3.02	9895	37.77	5911	61.00	5638	49.93	6319	20.48	3304	 1.60	8491	28.94	3571	37.30	2652	54.98	9373	45.15	3119	27.25	1662	 1.20	4168	43.50	1832	73.85	10772	49.16	3260	 1.29	4967	88.58	10757	40.95	7491	75.50	9585	81.21	5050	 1.74	8731	83.45	6845	42.00	5578	80.10	8521	62.39	7204	 1.37	10884	92.98	5256	27.45	2084	44.15	7088	10.84	5839	49.55	8811	27.11	1934	28.18	10256	50.61	4860	 0.41	3547	53.26	5289	 0.40	10658	19.76	5639	59.39	5153	 0.87	1482	 2.23	11656	44.35	2314	28.18	14770	72.40	5367	 4.90	6917	45.15	10846	 0.23
lethal_CDO1::chr5:115151646-115151703	39	41	3411	45.88	2480	 2.02	6583	46.23	2539	40.57	6285	66.71	9935	62.39	8635	74.66	8661	 2.33	931	 3.54	3949	47.68	3272	33.31	6610	66.41	4419	62.39	1632	10.72	1053	63.34	1344	24.78	14987	81.33	5627	31.76	4243	47.73	6176	 9.49	5318	48.80	2633	 4.18	4143	56.38	1354	83.60	7440	32.51	3415	86.15	2407	40.88	1568	38.65	3765	28.37	1852	13.28	12747	70.44	5087	 4.80	3575	26.27	2510	45.94	4270	 5.64	2043	 2.40	5270	73.00	10011	75.50	2549	61.55	3444	39.92	3179	80.50	1847	54.09	3153	65.87	7240	 3.27	7402	72.57	2456	37.30	2953	24.99	3746	76.00	6589	73.32	6859	 3.54	9895	41.13	5911	62.60	5638	48.92	6319	23.67	3304	 1.30	8491	29.94	3571	40.74	2652	58.03	9373	49.17	3119	27.61	1662	 1.26	4168	39.83	1832	72.27	10772	36.90	3260	 2.36	4967	89.17	10757	43.80	7491	77.52	9585	82.30	5050	 4.00	8731	84.92	6845	42.51	5578	66.24	8521	62.66	7204	 0.79	10884	93.16	5256	38.17	2084	45.35	7088	14.04	5839	61.17	8811	25.85	1934	32.52	10256	52.69	4860	 0.95	3547	52.81	5289	 1.30	10658	18.44	5639	74.34	5153	 1.94	1482	 2.83	11656	44.08	2314	27.74	14770	75.54	5367	 3.15	6917	45.21	10846	 0.36
lethal_CDO1::chr5:115151646-115151703	42	44	3411	43.77	2480	 1.37	6583	40.94	2539	20.91	6285	61.45	9935	55.05	8635	75.92	8661	 0.75	931	 2.58	3949	45.66	3272	22.04	6610	65.40	4419	60.24	1632	 6.07	1053	63.15	1344	22.99	14987	75.02	5627	16.88	4243	48.88	6176	 5.46	5318	46.28	2633	 2.58	4143	52.72	1354	83.83	7440	30.59	3415	87.82	2407	42.04	1568	33.61	3765	23.27	1852	 6.91	12747	68.86	5087	 4.05	3575	27.52	2510	41.12	4270	 2.11	2043	 1.32	5270	73.78	10011	77.45	2549	64.22	3444	28.34	3179	73.67	1847	33.78	3153	65.78	7240	 4.52	7402	68.72	2456	35.06	2953	24.35	3746	73.25	6589	69.84	6859	 2.77	9895	36.83	5911	60.50	5638	45.89	6319	19.05	3304	 2.12	8491	31.23	3571	38.06	2652	55.62	9373	18.18	3119	27.09	1662	 1.56	4168	37.04	1832	50.27	10772	41.50	3260	 2.12	4967	86.69	10757	42.21	7491	73.27	9585	53.92	5050	 2.57	8731	87.37	6845	39.31	5578	76.75	8521	61.86	7204	 0.75	10884	75.96	5256	23.78	2084	40.93	7088	 9.61	5839	61.47	8811	26.33	1934	27.71	10256	50.58	4860	 0.08	3547	49.00	5289	 2.46	10658	13.48	5639	54.62	5153	 1.26	1482	 0.61	11656	43.56	2314	29.86	14770	71.29	5367	 2.40	6917	28.39	10846	 0.70
lethal_CDO1::chr5:115151646-115151703	48	50	3411	44.09	2480	 1.98	6583	39.04	2539	18.55	6285	37.85	9935	54.06	8635	50.99	8661	 1.64	931	 2.04	3949	47.00	3272	15.74	6610	61.89	4419	55.96	1632	 5.82	1053	61.92	1344	21.58	14987	43.64	5627	18.27	4243	49.54	6176	 1.54	5318	40.33	2633	 1.33	4143	48.37	1354	81.46	7440	28.71	3415	73.97	2407	42.29	1568	19.39	3765	22.26	1852	 4.37	12747	70.33	5087	 2.22	3575	25.82	2510	27.41	4270	 2.34	2043	 1.47	5270	70.61	10011	75.30	2549	61.51	3444	28.14	3179	64.52	1847	26.48	3153	13.73	7240	 2.90	7402	67.31	2456	25.69	2953	23.06	3746	73.84	6589	65.52	6859	 5.61	9895	35.32	5911	58.65	5638	23.73	6319	17.15	3304	 0.76	8491	30.87	3571	37.19	2652	55.51	9373	24.60	3119	26.00	1662	 0.90	4168	22.43	1832	39.41	10772	32.04	3260	 1.56	4967	88.32	10757	41.42	7491	69.22	9585	55.47	5050	 3.45	8731	79.05	6845	37.87	5578	38.65	8521	58.29	7204	 0.50	10884	65.85	5256	18.40	2084	35.12	7088	 8.41	5839	54.56	8811	22.94	1934	14.94	10256	47.55	4860	 5.91	3547	42.71	5289	 0.49	10658	13.57	5639	49.92	5153	 1.01	1482	 0.74	11656	42.60	2314	29.39	14770	72.16	5367	 1.14	6917	41.74	10846	 1.47
lethal_CDO1::chr5:115151646-115151703	52	54	3411	43.65	2480	 1.81	6583	43.70	2539	31.43	6285	56.34	9935	61.88	8635	77.23	8661	 2.68	931	 3.87	3949	48.04	3272	18.95	6610	66.69	4419	60.13	1632	 7.17	1053	64.86	1344	21.73	14987	52.75	5627	18.25	4243	48.95	6176	 8.58	5318	48.40	2633	 2.70	4143	53.71	1354	81.39	7440	30.44	3415	83.13	2407	41.88	1568	25.77	3765	24.44	1852	 6.97	12747	72.66	5087	 1.81	3575	26.35	2510	36.02	4270	 1.78	2043	 3.72	5270	73.28	10011	75.32	2549	62.97	3444	23.66	3179	76.00	1847	38.87	3153	49.06	7240	 2.83	7402	70.13	2456	33.88	2953	26.62	3746	75.28	6589	71.35	6859	 7.09	9895	37.82	5911	60.40	5638	51.53	6319	17.06	3304	 2.48	8491	26.43	3571	31.87	2652	55.62	9373	35.11	3119	25.30	1662	 2.29	4168	34.07	1832	52.40	10772	41.87	3260	 1.96	4967	88.58	10757	44.32	7491	73.14	9585	81.67	5050	 2.89	8731	85.23	6845	40.34	5578	80.46	8521	61.53	7204	 1.29	10884	88.81	5256	21.02	2084	40.21	7088	10.13	5839	57.96	8811	12.67	1934	25.85	10256	50.31	4860	 0.21	3547	50.69	5289	 0.53	10658	12.98	5639	64.71	5153	 0.83	1482	 0.94	11656	44.72	2314	29.82	14770	72.17	5367	 4.25	6917	44.33	10846	 0.15
lethal_EFCAB4B::chr12:3862171-3862227	3	5	106385	 0.83	118458	 0.72	160807	23.46	142524	 1.35	191364	44.82	104587	 2.46	193443	39.92	143522	34.44	95022	22.88	104060	58.54	114112	27.38	107072	 2.24	136448	 2.64	94269	35.11	76637	 1.32	125388	10.29	159684	 1.69	217913	22.17	170703	34.50	163088	 0.56	113303	37.84	142221	 1.44	168368	 2.92	66163	 1.89	224859	18.36	127035	 1.34	222403	18.33	130535	38.04	116861	 4.47	79751	 1.24	164339	 1.90	167122	 1.44	132969	53.78	103275	55.18	93461	 2.40	114400	24.02	177283	53.25	199133	 0.96	73785	45.06	109204	36.01	100190	44.94	87376	65.14	128918	89.75	96826	10.99	202702	69.94	115254	23.05	62222	42.86	63389	 1.34	89858	10.39	100055	 6.53	133381	14.69	103606	 1.23	130264	50.38	130707	34.45	121040	72.14	119032	 2.37	93438	48.38	64725	 2.56	106235	 1.57	115255	26.65	65890	 1.12	110803	20.75	99157	53.93	96726	 4.74	144139	 3.29	103745	 0.57	156400	43.33	95455	 0.91	83535	75.63	201946	69.41	135709	63.85	109741	 0.63	96676	38.45	167878	72.03	284350	71.01	176200	87.99	138353	28.68	97788	45.40	200297	21.73	129998	36.21	183278	23.98	171436	10.22	137759	 3.04	266481	 5.81	262303	43.10	173875	 3.73	179205	19.16	85411	42.05	133419	 1.26	169830	44.38	192701	32.87	201546	 3.29	166456	44.95	150622	21.79	250323	 1.36	219980	35.15
lethal_EFCAB4B::chr12:3862171-3862227	15	17	106385	 1.63	118458	 1.25	160807	21.62	142524	 1.39	191364	46.82	104587	 1.76	193443	40.67	143522	34.15	95022	22.61	104060	58.58	114112	27.92	107072	 1.57	136448	 1.17	94269	34.74	76637	 0.76	125388	 9.61	159684	 1.56	217913	22.53	170703	33.91	163088	 0.63	113303	38.72	142221	 1.11	168368	 3.43	66163	 1.38	224859	17.29	127035	 1.14	222403	18.47	130535	37.66	116861	 4.36	79751	 0.65	164339	 1.14	167122	 1.69	132969	54.26	103275	54.16	93461	 2.21	114400	22.86	177283	54.64	199133	 2.20	73785	46.34	109204	35.49	100190	44.41	87376	65.31	128918	90.37	96826	11.13	202702	68.53	115254	22.94	62222	43.42	63389	 1.19	89858	11.06	100055	 5.52	133381	14.36	103606	 0.59	130264	51.12	130707	32.86	121040	72.63	119032	 2.20	93438	49.55	64725	 1.30	106235	 0.45	115255	25.91	65890	 0.64	110803	20.86	99157	52.91	96726	 4.22	144139	 2.35	103745	 0.89	156400	40.43	95455	 2.14	83535	78.00	201946	69.95	135709	65.83	109741	 2.46	96676	38.65	167878	71.00	284350	72.29	176200	88.30	138353	29.28	97788	45.84	200297	23.25	129998	36.27	183278	24.74	171436	10.24	137759	 1.28	266481	 4.31	262303	44.32	173875	 3.78	179205	21.01	85411	43.26	133419	 1.39	169830	43.45	192701	32.61	201546	 2.86	166456	44.94	150622	21.71	250323	 1.37	219980	34.20
lethal_EFCAB4B::chr12:3862171-3862227	28	30	106385	 0.62	118458	 0.63	160807	21.36	142524	 0.81	191364	44.18	104587	 0.56	193443	39.42	143522	33.85	95022	22.45	104060	59.25	114112	28.42	107072	 2.51	136448	 0.91	94269	33.38	76637	 1.51	125388	 9.19	159684	 0.14	217913	20.88	170703	33.86	163088	 0.62	113303	35.07	142221	 0.87	168368	 3.29	66163	 1.69	224859	15.16	127035	 0.73	222403	16.68	130535	36.28	116861	 2.41	79751	 0.70	164339	 1.22	167122	 1.52	132969	53.55	103275	53.34	93461	 1.50	114400	24.14	177283	53.67	199133	 2.87	73785	45.46	109204	31.36	100190	43.73	87376	63.31	128918	89.31	96826	11.19	202702	62.88	115254	22.50	62222	43.63	63389	 0.79	89858	 9.77	100055	 6.39	133381	13.83	103606	 1.06	130264	50.75	130707	30.37	121040	71.96	119032	 1.00	93438	48.98	64725	 1.89	106235	 0.30	115255	25.89	65890	 1.23	110803	17.68	99157	53.71	96726	 3.58	144139	 2.08	103745	 0.41	156400	42.61	95455	 0.40	83535	72.25	201946	67.01	135709	66.19	109741	 2.88	96676	35.83	167878	71.35	284350	70.38	176200	87.54	138353	27.33	97788	44.31	200297	22.08	129998	36.61	183278	21.54	171436	 7.73	137759	 0.63	266481	 4.57	262303	41.70	173875	 4.15	179205	22.02	85411	40.89	133419	 1.78	169830	42.02	192701	33.16	201546	 2.32	166456	43.38	150622	20.36	250323	 1.47	219980	30.69
lethal_EFCAB4B::chr12:3862171-3862227	40	42	106385	 1.85	118458	 0.77	160807	23.50	142524	 1.49	191364	45.90	104587	 0.85	193443	40.11	143522	34.03	95022	22.84	104060	57.16	114112	28.31	107072	 2.59	136448	 1.77	94269	35.07	76637	 0.96	125388	10.72	159684	 0.21	217913	20.61	170703	34.73	163088	 1.50	113303	37.76	142221	 1.30	168368	 2.21	66163	 1.46	224859	15.16	127035	 0.76	222403	17.76	130535	38.01	116861	 2.96	79751	 0.57	164339	 1.93	167122	 1.22	132969	53.89	103275	54.05	93461	 1.64	114400	23.27	177283	55.44	199133	 0.23	73785	45.80	109204	33.16	100190	44.45	87376	65.60	128918	90.10	96826	10.97	202702	69.59	115254	23.18	62222	43.61	63389	 0.85	89858	11.60	100055	 5.39	133381	14.71	103606	 0.93	130264	51.23	130707	34.16	121040	72.93	119032	 2.74	93438	49.81	64725	 1.24	106235	 0.70	115255	24.49	65890	 0.96	110803	19.57	99157	53.51	96726	 3.94	144139	 2.84	103745	 0.34	156400	42.67	95455	 3.15	83535	78.20	201946	68.12	135709	65.90	109741	 1.06	96676	39.17	167878	72.90	284350	72.10	176200	88.93	138353	27.71	97788	45.25	200297	22.48	129998	32.35	183278	23.51	171436	 7.76	137759	 1.27	266481	 3.92	262303	42.25	173875	 3.26	179205	20.70	85411	44.63	133419	 2.52	169830	43.91	192701	33.73	201546	 2.12	166456	43.35	150622	21.36	250323	 1.44	219980	35.44
lethal_EFCAB4B::chr12:3862171-3862227	42	44	106385	 1.20	118458	 2.20	160807	22.03	142524	 1.65	191364	46.14	104587	 0.80	193443	40.17	143522	36.19	95022	22.14	104060	59.04	114112	27.93	107072	 1.77	136448	 2.25	94269	35.84	76637	 0.90	125388	 9.51	159684	 0.37	217913	21.19	170703	35.25	163088	 1.81	113303	36.72	142221	 1.63	168368	 3.05	66163	 2.08	224859	13.99	127035	 0.95	222403	18.57	130535	37.22	116861	 4.00	79751	 0.82	164339	 2.03	167122	 1.50	132969	53.72	103275	55.41	93461	 0.93	114400	24.47	177283	55.51	199133	 1.47	73785	44.79	109204	33.36	100190	45.20	87376	65.19	128918	89.98	96826	11.12	202702	67.86	115254	23.41	62222	42.81	63389	 1.16	89858	11.12	100055	 5.48	133381	15.34	103606	 0.75	130264	50.83	130707	30.48	121040	73.78	119032	 2.72	93438	48.98	64725	 1.25	106235	 0.56	115255	25.88	65890	 1.13	110803	20.14	99157	54.65	96726	 1.96	144139	 2.51	103745	 1.34	156400	40.62	95455	 1.07	83535	77.47	201946	68.63	135709	65.27	109741	 1.59	96676	39.17	167878	72.43	284350	71.79	176200	88.42	138353	28.18	97788	45.57	200297	22.14	129998	37.63	183278	24.10	171436	 8.88	137759	 0.34	266481	 4.49	262303	43.00	173875	 4.58	179205	21.76	85411	43.40	133419	 2.35	169830	45.11	192701	32.72	201546	 2.43	166456	44.82	150622	21.11	250323	 1.50	219980	34.33
lethal_EFCAB4B::chr12:3862171-3862227	45	47	106385	 1.52	118458	 1.21	160807	21.53	142524	 1.61	191364	46.73	104587	 1.02	193443	39.95	143522	34.92	95022	23.20	104060	58.64	114112	28.54	107072	 3.60	136448	 1.09	94269	35.44	76637	 0.93	125388	10.24	159684	 0.21	217913	23.37	170703	34.50	163088	 1.59	113303	35.46	142221	 0.96	168368	 3.61	66163	 2.03	224859	18.04	127035	 1.11	222403	18.06	130535	37.81	116861	 3.22	79751	 1.11	164339	 2.01	167122	 2.01	132969	53.54	103275	51.87	93461	 4.49	114400	25.04	177283	55.65	199133	 1.71	73785	47.06	109204	35.96	100190	43.86	87376	65.33	128918	89.59	96826	11.54	202702	69.29	115254	24.05	62222	42.96	63389	 1.01	89858	12.65	100055	 6.18	133381	16.14	103606	 1.12	130264	51.05	130707	35.21	121040	71.42	119032	 2.05	93438	49.26	64725	 2.67	106235	 1.27	115255	26.23	65890	 1.70	110803	20.55	99157	53.04	96726	 4.84	144139	 2.77	103745	 0.95	156400	43.73	95455	 0.97	83535	78.96	201946	68.03	135709	65.97	109741	 0.79	96676	38.99	167878	73.07	284350	72.08	176200	87.64	138353	28.30	97788	45.49	200297	22.73	129998	37.48	183278	24.82	171436	10.65	137759	 1.42	266481	 5.34	262303	44.75	173875	 3.96	179205	22.42	85411	44.78	133419	 1.65	169830	43.52	192701	34.26	201546	 2.84	166456	44.40	150622	21.82	250323	 1.78	219980	31.05
lethal_EFCAB4B::chr12:3862171-3862227	49	51	106385	 1.31	118458	 1.37	160807	22.77	142524	 0.95	191364	47.55	104587	 2.08	193443	40.13	143522	34.65	95022	22.66	104060	59.84	114112	28.41	107072	 1.69	136448	 0.43	94269	35.97	76637	 0.61	125388	10.72	159684	 0.65	217913	21.85	170703	35.89	163088	 1.03	113303	38.61	142221	 1.02	168368	 3.23	66163	 1.47	224859	16.26	127035	 1.18	222403	18.20	130535	38.08	116861	 3.33	79751	 0.71	164339	 1.45	167122	 1.74	132969	53.77	103275	54.36	93461	 2.72	114400	23.99	177283	55.29	199133	 0.92	73785	46.09	109204	34.86	100190	45.06	87376	65.84	128918	90.20	96826	10.85	202702	70.44	115254	23.58	62222	43.03	63389	 0.99	89858	12.19	100055	 5.50	133381	14.43	103606	 0.67	130264	50.18	130707	33.94	121040	73.68	119032	 1.68	93438	48.15	64725	 1.97	106235	 0.59	115255	26.43	65890	 1.20	110803	20.23	99157	54.43	96726	 3.73	144139	 3.26	103745	 0.73	156400	43.49	95455	 0.29	83535	77.32	201946	68.84	135709	65.42	109741	 3.23	96676	39.79	167878	70.73	284350	71.05	176200	88.60	138353	29.48	97788	45.72	200297	21.37	129998	36.51	183278	25.52	171436	11.15	137759	 1.22	266481	 4.07	262303	44.32	173875	 4.61	179205	21.04	85411	42.74	133419	 2.03	169830	45.11	192701	34.11	201546	 3.21	166456	46.39	150622	21.61	250323	 1.89	219980	35.75
lethal_EFCAB4B::chr12:3862171-3862227	53	55	106385	 1.13	118458	 0.61	160807	20.33	142524	 1.11	191364	43.31	104587	 1.75	193443	37.36	143522	34.08	95022	22.52	104060	58.51	114112	28.46	107072	 1.47	136448	 1.87	94269	34.54	76637	 0.99	125388	 9.51	159684	 0.22	217913	20.81	170703	34.28	163088	 1.11	113303	34.50	142221	 1.24	168368	 2.90	66163	 1.57	224859	12.59	127035	 1.12	222403	15.94	130535	37.05	116861	 3.02	79751	 0.85	164339	 0.34	167122	 1.08	132969	52.54	103275	51.81	93461	 2.54	114400	22.40	177283	52.00	199133	 0.90	73785	44.40	109204	32.41	100190	43.31	87376	63.19	128918	88.08	96826	10.76	202702	64.72	115254	21.04	62222	42.94	63389	 1.14	89858	11.14	100055	 4.26	133381	14.79	103606	 0.85	130264	48.66	130707	31.85	121040	71.82	119032	 1.68	93438	47.44	64725	 1.63	106235	 0.52	115255	25.85	65890	 0.97	110803	19.00	99157	53.05	96726	 3.38	144139	 2.01	103745	 0.52	156400	41.61	95455	 1.65	83535	73.43	201946	67.56	135709	64.95	109741	 1.54	96676	38.15	167878	70.72	284350	69.44	176200	86.35	138353	25.24	97788	43.50	200297	20.90	129998	36.93	183278	21.58	171436	 7.41	137759	 1.62	266481	 3.51	262303	41.71	173875	 3.02	179205	18.91	85411	41.17	133419	 0.93	169830	44.04	192701	32.72	201546	 2.16	166456	43.11	150622	20.99	250323	 1.52	219980	32.13
lethal_EPHB3::chr3:184243858-184243913	-1	1	207223	 7.78	190665	14.20	170475	18.08	76819	31.70	144325	41.31	213097	58.95	129806	74.69	185579	20.64	173731	47.84	147437	64.19	152139	40.41	145322	21.17	140225	41.74	176814	23.57	149795	63.00	100187	19.53	216089	11.78	191078	42.83	162624	39.36	177653	 7.11	154364	35.69	164955	16.55	106842	34.38	67921	51.60	153302	63.01	228895	85.06	108481	33.51	166853	52.03	79461	32.02	139320	 9.03	203287	57.09	148377	23.46	146647	61.66	82541	42.38	122131	38.75	105724	36.27	136812	52.69	179432	61.05	71736	50.03	153645	58.37	95900	78.05	62325	40.72	179821	83.46	133884	11.91	190045	67.10	226559	39.56	115217	44.82	134144	89.74	134187	15.58	169825	13.22	214614	23.16	124373	84.52	199102	73.68	156276	28.20	105658	72.58	143034	10.56	159994	38.67	89193	45.20	136992	47.34	135946	34.36	72537	11.61	155829	24.45	145833	72.49	119093	54.49	151172	48.10	97860	80.90	200530	51.51	94205	48.69	168654	75.54	189466	28.06	194216	75.73	173146	50.05	155882	63.04	209348	70.05	177150	70.34	188850	87.41	181160	42.52	176569	51.34	137093	23.00	142840	39.27	179541	45.86	96262	10.53	217913	37.46	225194	42.28	181180	34.09	121001	10.74	257202	41.64	130052	44.03	171878	11.01	210976	76.50	173219	49.96	140837	32.48	179255	66.70	168462	46.66	148591	67.29	157565	58.84
